,Data
10,"Trailer Refurbishment Services | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Refurb Extend the useful life of your equipment. Contact us today for a custom quote! Contact Us! PROTECT YOUR INVESTMENT. By refurbishing your trailer at Trail King’s factory service center, you can continue to get the most out of your equipment while enhancing its appearance and increasing its resale value down the road. Our expert technicians specialize in servicing Trail King equipment, everything from preventative maintenance to full restoration. Service and/or Restoration Extend the productivity and useful life of your trailer while increasing its future resale value. Our full service shop, located in Mitchell, SD, is available for repair of structural wear and tear, or complete restorations. Comprehensive Refurbishments Refurbishments and specified repairs include, but are not limited to, frame and structural work, air electrical and hydraulic systems, spring and air ride suspensions, brakes, axles and axle components, hardwood decking, and hi-tensile steels. FREE Estimates Get started today! To receive a FREE estimate, call Brian (605-995-3624), or click the “Contact Us” button at the top of the page. Parts Our parts system includes access to over 10,000 on-hand quantities and a variety of online tools to make sure that your Trail King Certified Parts Dealer can meet your needs promptly and efficiently. Finance We offer innovative payment programs designed with an understanding of the changing demands of your business. 100% financing of equipment. Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
11,"Warranty & Technical Assistance | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Warranty & Assistance ACTIVATE YOUR WARRANTY.REGISTER BELOW. Since 1974, Trail King has been committed to engineering a high-quality, dependable product to enable your success. Our dedicated staff of service professionals are here to assist you with a full suite of services designed to keep you hauling day in and day out. If you have any queries regarding warranty or claims, please contact customerservice@trailking.com. WARRANTY REGISTRATION Register WARRANTY INFORMATION Learn More TECHNICAL ASSISTANCE Request Help SERVICES See All YouTube TrailKingMan Monthly customer rig showcases, and product features. Looking to see a Trail King trailer in action? This is the place for you! Subscribe today! Watch Videos Facebook @TrailKingInd A little more variety in our posts here. Company news. Customer reposts. Videos. All things Trail King for customers, dealers, and our team. Follow Us Twitter @TrailKingInd We aren’t huge tweeters. But, we like birds. Follow Us Instagram Trail King We re-follow and re-post customer photos! Our Instagram feed is ALL trailers and badass rigs. Follow Us LinkedIn Trail King Industry A hub for our #TKteam! Here’s where we celebrate our employees, dealers, and customers! Follow Us Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
12,"Paint Process | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Paint Process Unwavering commitment to excellence. PROTECT YOUR INVESTMENT. Trail King spares no effort or expense to ensure that each trailer has a paint finish that is durable, beautiful, and offers incredible product protection. Our team has invested in many hours of research and testing to determine the best paint finishes to perform as the leader in our industry. We now offer zinc-rich primer as the standard on each and every piece of equipment. Urethane Epoxy Cyclic/Scab Testing (GM15288)120 Cycles Zinc Urethane Epoxy Salt Spray/Fog Testing (ASTM B117)8000 Hours Zinc PHENOMENAL PERFORMANCE Tough, high-performance topcoat offers a high-quality appearance and exceptional color retention. In general, performance, such as impact resistance and flexibility are increased with these finishes. CORROSION RESISTANCE Superior corrosion protection with zinc primer technology. Reduced rust creep and higher durability with improved mechanical strength and crack resistance. IMPROVED LIFE EXPECTANCY Extend the productivity and useful life of your trailer while increasing its future resale value. Parts resist cracking, peeling, and marring during handling and normal service use. Want more information? Find A Rep Download Flyer Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
13,"Find A Rep | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Find A Rep Click on a location on the map to find your District Sales Manager. Then scroll down to view a list of dealers in your district. For parts requests, contact your local authorized dealer. Dealers In Your District Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
14,"Our Company | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Our Company TRAIL KING IS BUILDING SUCCESS Trail King Industries, Inc., headquartered in Mitchell, SD, is the leading North American manufacturer of a complete line of trailers. We design, engineer, and manufacture trailers to serve a wide variety of applications for diverse markets, including construction, agriculture, transportation, waste and recycling, and specialized hauling. Over the years, Trail King has built a reputation for quality, reliability, and performance that is unsurpassed. From humble beginnings, to who we are today -- Trail King has always kept one thing a priority, our customers’ success. We don’t just sell trailers. We provide hauling solutions. We don’t know what the future holds, but we’ll never stop making the best trailers in the world. OUR MISSION OUR VALUES Embrace Change Promoting and encouraging innovation to lead our industry. We are driven to continuously challenge ourselves to improve our products and service offerings for our customers. Invest in People We foster a safe environment and treat each other with respect. We invest in our employees so each can realize their full potential, both personally and professionally. Plan and Act with Facts Exercising sound business judgement in all of our decisions and performing actions that inspire trust and confidence. We seek out information to make smart decisions. Care for the Customer Since Trail King’s inception, we have always put the customer at the forefront. We strive to provide an excellent experience, exceptional value, and consistently deliver on our commitments. Go the Extra Mile Achieving more together and leveraging individual strengths. Taking personal ownership and pride in our work and always putting forth our best effort. Our Why Find out what “building success” means to us and why it matters. Read More Our History Proudly serving our customers since 1974. Learn More News & Events Sometimes we post photos of co-workers with snapchat filters. Show Me Trail King Merch Get geared up with Trail King apparel and accessories. Go Shop Gov Contracts Cooperative purchasing, competitively solicited contracts. Learn More Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
15,"Our Why | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Our Why WHY BUILDING SUCCESS MATTERS At Trail King our ultimate goal is to help customers’ build success. But that’s only part of the story. This is not just about building trailers; it’s about the things they haul, where they go and the effect they have on our world. We come to work every day, not to just build trailers, but to provide reliable transport for goods, materials, and equipment that improves lives, saves lives, and preserves lives. Hundreds of Trail King trailers, all across North America, play a vital role in our daily lives. WE PRESERVE AND IMPROVE LIFE. TRAIL KING TRAILERS HAUL Excavators that move earth for new homes Asphalt to pave roads one mile at a time Blades that power wind turbines for clean energy Skid loaders for landscaping projects Combines that harvest the world’s food Backhoes to dig reservoirs - delivering safe water Scrap metals to recycling facilities Coils of copper to wire for electricity Generators for back-up power for hospitals Marine mammals back to habitat Medical equipment for life-saving research The Rockefeller Christmas tree for joy and cheer Gov Contracts Cooperative purchasing, competitively solicited contracts. Learn More Our History Proudly serving our customers since 1974. Learn More News & Events Sometimes we post photos of co-workers with snapchat filters. Show Me Trail King Merch Get geared up with Trail King apparel and accessories. Go Shop Our Company The mission and values that drive our success and yours. Learn More Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
16,"Our History | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Our History 1974 Gordon and Shirley Thomsen founded Western Ag Sales in 1974. During the first few years, the company was primarily a distributor and sales representative for manufacturers of agricultural equipment. 1978 In 1978, Western Ag Sales purchased another Mitchell-based manufacturing company, Plains Industries, and moved into their manufacturing facility. With this purchase, Western Ag also brought a new line into their product offerings called “Trail King.” During the next few years, Western Ag expanded this line to include trailers with many enhanced features to better meet customers' specific hauling needs, such as hydraulic tails and detachable goosenecks. The most notable feature was Trail King's development of what many at the time considered the best hydraulic detachable gooseneck in the industry: a system that made hooking up and unhooking a simple, one-person ""60-second connection."" As the 1970's ended, the company's emphasis shifted away from the distribution of ag-related equipment to focus exclusively on manufacturing Trail King trailers. 1983 Western Ag Sales officially changed its name to Trail King Industries in 1983. This focus on trailers led to an expanded product line. These trailers were designed to address construction-related applications and to meet the needs of the commercial and specialized hauling markets. Along with this product line expansion came increased sales, which naturally lead to increased production capability demands. To address this need, Trail King built a new manufacturing plant in 1987. This new 67,500 square-foot plant helped meet the ever-increasing demand for Trail King trailers. 1995 The plant was expanded in 1992 when sales continued to grow, straining production capacity. Two years later, it was expanded again after Trail King acquired assets of Ti-Brook, Inc. Today, our facilities in Mitchell stand at 295,000 square feet. They provide state-of-the-art production capabilities for a workforce of over 450 employees. 2000 In 2000, Trail King further expanded their product offerings after purchasing Red River Manufacturing based in West Fargo, ND. Red River had a well-deserved reputation for manufacturing outstanding live bottom and bottom dump trailers for the agricultural, waste, and construction industries. With the 2007 construction of a brand new 160,000-square-foot facility, it further increased Trail King's ability to meet market demand in an even more timely, efficient, and quality manner. 2010 Trail King was acquired by CC Industries, Inc (CCI) in 2010. This acquisition expanded CCI's portfolio of leading industrial manufacturers and transportation equipment companies. It also afforded Trail King the expertise and support necessary to enhance Trail King's long-term strategic growth as North America's leading specialized trailer manufacturer. 2015 In May 2015, Trail King expanded its product offerings and its production capacity when they acquired Dakota Trailer Manufacturing located in Yankton, SD. Dakota Trailers produced aluminum grain hopper trailers for the agriculture market. These trailers have complemented Trail King's existing line of live bottom agriculture trailers that are manufactured at its West Fargo facility. 2021 In March 2019, our plant in West Fargo sustained irreparable damage due to a collapsed roof after a massive snowstorm. The decision was made to fast forward a plan to expand and improve the property. A new building was finished in the summer of 2021. 2022 Despite our growth and change—and all that surely lies in our future—we will continue to hold the same values and mission. We will always strive to lead the way in the trailer industry, delivering trailers that are engineered and manufactured to the highest standards of quality, performance, and reliability. We will continue to participate in organizations whose missions are to elevate the trailer industry and its related industries to new levels of innovation, professionalism, and integrity. Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
17,"News & Events | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal News & Events 11 Oct Trail King Announces New Marketing Manager Trail King Announces New Marketing Manager Trail King Industries, Inc. is excited to announce the recent hire of Maria Sevareid as Marketing Manager. Sevareid will be responsible for c… 10 Aug New Product Alert: Composite Grain Hopper Trail King is pleased to introduce the Composite Grain Hopper. This durable Grain Hopper trailer has a composite smooth panel construction. It features an aero-dynamic design for easy p… 03 Mar New Product Alert: Conexpo 2023 The NEW & IMPROVED Hydraulic Sliding Tail, Bottom Dump & Side Dump will be on display at Conexpo 2023 in booth D2027 in the Diamond Lot. We've taken the BEST features of these p… 31 Jan Trail King Re-Awarded Sourcewell Contract Trail King Industries, a leading North American trailer manufacturer, is pleased to announce it has once again been awarded a national cooperative contract through Sourcewell in the Tra… 07 Dec Trail King Welcomes New District Sales Managers Trail King Industries, Inc., the leading North American trailer manufacturer of open deck and materials hauling trailers serving a wide variety of markets, is pleased to announce the re… 28 Jun Trail King Promotes Kelly Menz Trail King Industries, Inc., the leading North American trailer manufacturer of open deck and materials hauling trailers serving a wide variety of markets, is pleased to announce the re… 06 Jun Trail King Announces New Director of Sales Trail King Industries, Inc. is pleased to announce the recent hire of Eric Thomas, who joins the Trail King Sales & Marketing department as the Director of Sales. Thomas will be res… 10 Feb Ty Hanten Promoted to VP of Sales & Marketing Trail King Industries is pleased to announce the promotion of Ty Hanten to VP of Sales & Marketing. Current VP of Sales & Marketing, Rick Farris, announced his retirement from T… 03 Feb Rick Farris - VP of Sales & Marketing, Set to Retire Trail King Industries, Inc., the leading North American manufacturer of a complete line of trailers, announced today that Rick Farris, VP of Sales & Marketing, plans to retire by th… 14 Dec Trail King Hauls 2021 Rockefeller Center Christmas Tree A rep from Great Dane, Trail King's sister company, was in New York when the Rockefeller Center Christmas tree was delivered. Coming in at 79’ feet tall and 12 tons, the Rockefeller Cen… 13 Dec Trail King Announces New Paint Process Trail King Ind., is excited to announce that zinc-rich primer is now the standard on each and every piece of equipment. Trail King spares no effort or expense to ensure that each traile… 18 Oct Trail King Announces New Dealers Trail King Industries continues to expand its dealer network. Recently, two new dealers were added to the network. Frost Machines- Cody, WYUS Equipment Sales & Rental – Plainfield, … 04 Oct Trail King Welcomes New Digital Marketing Coordinator Trail King Industries, Inc., the leading North American trailer manufacturer of open deck and materials hauling trailers serving a wide variety of markets, is pleased to announce the re… 29 Apr Kayser Accepts New Role as Marketing Manager Trail King Industries, Inc. is pleased to announce the promotion of Kara Kayser to Marketing Manager. In her new role, Kayser will be responsible for conceiving and executing marketing … 21 Apr Trail King Awarded for Safety The Trail King West Fargo facility has been recognized by the Truck Trailer Manufacturing Association (TTMA) as the safest facility in the Trailer Industry for 2020. Despite the headwin… 31 Mar Trail King Builds Custom Bus Hauler for GILLIG Zero-Emission Battery Electric Bus Trail King continues to build success for our customers, engineering a custom Hydraulic Detachable Gooseneck trailer with ideal features and low ground clearance capabilities. The loadi… 10 Mar Trail King Announces New Dealers Trail King Industries continues to expand its dealer network. Recently, two new dealers were added to the network. Kenworth Mid Atlantic- Baltimore, MD TNT Sales - Villa Ridge, MO “We a… 25 Feb Monthly Video Series Rewards Ambassadors Trail King Industries kicked off the new year with a rewards program for ambassadors of the brand. Utilizing the ""Hauling With Trail King"" video series platform, Trail King created a n… 19 Nov Trail King Launches Fastest Sliding Axle in the Industry In the hauling industry, time is money. Customers will save both with the new Trail King Sliding Axle trailer. This new and improved model was redesigned for speed, cycling from transpo… 16 Nov Trail King Employees Give Back ""...Trail King has become one of the biggest donors for the Mitchell United Way in recent years. The trailer manufacturer was responsible for the most donations this year, bringing in b… 17 Aug Hall of Fame Gooseneck Gifted to Thomsen Family The late Gordon Thomsen, founder of Trail King Industries, formally Western Ag Sales, was previously named Champion of Excellence and was recognized for his many contributions to Mitche… 15 Apr Trail King Welcomes New VP of Operations Trail King Industries, Inc., a leading trailer manufacturer serving a wide variety of markets, is pleased to announce their recent hire of Scott Teigen, who joins Trail King as the Vice… 13 Apr Trail King Updates Steerable Dolly The new low profile Hydraulic Steerable Dolly has undergone some significant changes and improvements, with one main thing in mind- our customer. Not every road is a straight shot. Ther… 19 Dec Trail King Welcomes New District Sales Manager Trail King Industries, Inc., the leading North American trailer manufacturer of open deck and materials hauling trailers serving a wide variety of markets, is pleased to announce the re… 03 Jun Trail King Supports Local Manufacturing and Welding Technology Programs Trail King Industries is proud to support local students involved in welding and trade skills by partnering with technical schools. The Welding and Manufacturing Technology (WMT) progr… 27 Mar Trail King Re-Awarded Sourcewell Contract Trail King Industries, a leading North American trailer manufacturer, is pleased to announce it has once again been awarded a national cooperative contract through Sourcewell (formerly … 26 Jun SimsHD Acquires Fleet Including 24-Axle Trailer SimsHD, Sims Crane & Equipment's spin-off rigging and heavy-duty moving company, recently expanded its capabilities with the acquisition of a heavy hauling trailer fleet, includin… 26 Jun Trail King Announces New Director of International Market Development Trail King Industries, a leading North American trailer manufacturer, is pleased to announce Mike Heschke as Director of International Market Development, a newly created position to su… 21 Jun Trail King & Goldhofer Teams Take the Next Step After announcing their initiative to ‘Move the World Together' in April, Trail King and Goldhofer personnel met in Mitchell, SD in early June for a week-long meeting to discuss their re… Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
18,"Brand Assets | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Brand Assets Questions? Contact our marketing team. Thank you for your interest in Trail King Industries. Contact Us! TRAIL KING BRAND RESOURCES These guidelines are for anyone who wants to use Trail King’s brand assets in their marketing or advertising and briefly covers guidelines for the assets approved use. Consistent use of these assets helps people easily recognize references to Trail King and protects company trademarks. It is important that your marketing materials use Trail King standards and approved assets correctly. LOGOS CROWN LOGO The Trail King crown is our sigil, the main identifier of our brand. Trail King uses only three versions of the crown logo - full color metallic, black, and white. Do not attempt to recreate the logo or alter the provided files. Always size proportionally, but never size the crown so small that it is no longer legible. Avoid stylizing the logo with drop shadows or other effects. Do not change the color of the logo or present the logo with any opacity. Do not place our crown over the focus of the graphic. Download approved logo. LOGOTYPE The Trail King logotype is used in design scenarios in which the crown logo is not ideal. Trail King takes liberty to use the logotype with or without the crown identifier, depending upon the situation. Only white or black versions of the logotype are permitted for use. As with all of our logos, proper spacing around the logo is essential. Download approved logo. Please DO ensure the logo has plenty of space around it Please DO size proportionally Please DO contact our team if you have any questions Please DON'T alter these files in any way Please DON'T change the color of the logo Please DON'T use a light logo on a light background Please DON'T adjust the opacity Please DON'T place the logo over the focus of the graphic OUR COLORS Trail King’s color palette is simple and timeless- white, black, and grey. The “grey” color is very specific to our brand and the guidelines do not allow for other shades. TRIANGLES The registered Trail King triangles are the easiest way to identify a Trail King trailer on the road. Most often, the triangles are used in the format of the ibeam, commonly used as a divider in graphic designs. The ibeam graphic should be scaled proportionally, not too small, or too large. Trail King also uses the triangles without the beam, but they should always be used in groups of 6 or more, and they should never be grouped vertically. These graphics are proprietary and protected under intellectual property laws. Gov Contracts Cooperative purchasing, competitively solicited contracts. Learn More Our History Proudly serving our customers since 1974. Learn More News & Events Sometimes we post photos of co-workers with snapchat filters. Show Me Trail King Merch Get geared up with Trail King apparel and accessories. Go Shop Our Company The mission and values that drive our success and yours. Learn More Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
19,"Official Trail King Merchandise | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Merchandise Get your official Trail King gear. Clicking “Let’s Shop” will redirect you to our trusted vendor. Let's Shop! GEAR UP, TK STYLE We can’t wait to see our brand on you! New styles are added every 6 months, so check back. Please contact us if you have any questions about our apparel and accessories. Orders will ship directly to you! Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
20,"Government Contracts | Trail King Industries 800-843-3324 Solutions Agriculture Materials Hauling Open Deck Commercial Open Deck Construction Specialized Tagalong Services Parts Refurb & Service Warranty & Technical Assistance Paint Process Find A Rep Our Company Our Why Our History News & Events Brand Assets Official Trail King Merchandise Government Contracts Careers Workforce Recruitment Program Employment Opportunities Apply Now Contact Us Customer Survey Get Financing Contact Finance Dealer Portal Government Contracts Choose the quality trailer you want. Sourcewell and GSA contracts save your agency time and money. Contact Us! Trail King is proud to serve our local, state and national governmental agencies with trailer products and services. Through the contracts we hold, customers have the convenience of saving time and money by not having to duplicate the bidding process. We offer an easy way to purchase exactly what you need at an affordable cost. Sourcewell Sourcewell is a national public agency that serves as a member-focused cooperative for over 50,000 member agencies. Sourcewell offers a multitude of cooperatively contracted products, equipment, and service opportunities to the education and government sectors. Become a Sourcewell Member here. Sourcewell – contract number #092922-TKI GSA through trusted partner AMH GSA provides centralized procurement for the federal government, offering billions of dollars worth of products, services, and facilities that federal agencies need to serve the public. GSA’s acquisition solutions supply federal purchasers with cost-effective high-quality products and services from commercial vendors. GSA helps federal agencies build and acquire office space, products and other workspace services, and oversees the preservation of historic federal properties. Its policies covering travel, property and management practices promote efficient government operations. We offer GSA through our trusted partner American Material Handling. US Manufacturing Manufacturing is an essential component of gross domestic product, and the goods comprise half of U.S. export. Trail King Industries has been proudly serving our Midwest communities since 1974, paving the way for longevity of family business, supportive incomes and benefits for families, and professional growth for our employees. With two locations in Mitchell, SD, and one in both Yankton, SD and West Fargo, North Dakota, Trail King is not only the strong back that vital materials are carried on, it’s also a rock-solid foundation for our thriving towns. Our Why Why Trail King The journey is as important as the destination. Your success is our top priority. Tell Me More Our History Did you know Trail King originated out of a garage in Mitchell, SD? Proudly serving our customers since 1974. Learn More News & Events Sometimes we post photos of co-workers with snapchat filters. Show Me Trail King Merch Get geared up with Trail King apparel and accessories. Go Shop Our Company The mission and values that drive our success and yours. Learn More Get in Touch About Trail King Leading North American manufacturer of trailers for the construction, agriculture, transportation, waste & recycling, and specialized hauling industries. Newsletter Signup Success! You've been added to our email list. GO! QUICK LINKS Solutions Services Find A Rep Our Company Careers Contact Us Get Financing Dealer Portal CONTACT US 300 E Norway Ave Mitchell, SD ,57301 800-843-3324 sales@trailking.com FOLLOW US © 2023 Trail King Industries All Rights Reserved. Privacy Policy Terms of Use Chat with us, powered by LiveChat"
